plot_id,species,cover,life_form,site_id,date,time,n_forb_flowers,n_grass_flowers,lidar_scanner_height,woody_height,herb_height,bare_ground_cover,rock_cover,herbivore_signs,notes,plot_number,exclosure_id,setup_id,pair_id,cluster_number,cluster_id,in_or_out,plant_richness_plot,plant_richness_cluster,plant_richness_site,woody_richness_plot,woody_richness_cluster,woody_richness_site,forb_richness_plot,forb_richness_cluster,forb_richness_site,graminoid_richness_plot,graminoid_richness_cluster,graminoid_richness_site
knp_nkuhlu_full_in_9,Panicum maximum,15,Graminoid,knp_nkuhlu_full_in,18.02.2025,12:07,0,87,94,40,60,30,0,none,"",9,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_9,3,knp_nkuhlu_full_in_3,inside,6,13,47,,,,4,8,25,2,2,8
knp_roan_out_11,Panicum maximum,15,Graminoid,knp_roan_out,27.02.2025,11:10,15,41,95,12,47,60,0,"buffalo, elephant and zebra tracks","",11,knp_roan,knp_roan,knp_roan_11,4,knp_roan_out_4,outside,9,17,38,1,4,6,3,7,20,5,6,12
knp_satara_out_16,Panicum maximum,15,Graminoid,knp_satara_out,22.02.2025,13:47,0,56,95,20,48,10,0,elephant path,"",16,knp_satara,knp_satara,knp_satara_16,6,knp_satara_out_6,outside,6,10,36,1,1,10,2,5,19,3,4,9
addo_jack_in_1,Portulacaria afra,15,Shrub,addo_jack_in,05.02.2025,15:05,0,0,92,264,14.6,95,0,none,"very dense, lots of dead wood ",1,addo_jack,addo_jack,addo_jack_1,1,addo_jack_in_1,inside,7,15,38,5,10,22,2,5,19,,,
addo_jack_in_10,Portulacaria afra,15,Shrub,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
addo_jack_in_2,Portulacaria afra,15,Shrub,addo_jack_in,05.02.2025,15:40,0,0,94,238,15,70,0,none,very thorny! Dense veg,2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_in_1,inside,11,15,38,8,10,22,3,5,19,,,
addo_jack_out_16,Portulacaria afra,15,Shrub,addo_jack_out,07.02.2025,10:25,28,0,94,142,16.3,20,0,dung and tracks,lots of open space in veg,16,addo_jack,addo_jack,addo_jack_16,6,addo_jack_out_6,outside,13,23,37,8,11,17,5,10,17,,,
addo_n1_full_out_0,Portulacaria afra,15,Shrub,addo_nyathi_full_out,10.02.2025,11:50,0,0,91,102,16.6,60,0,elephant dung,large opened up paths,1,addo_n1,addo_nyathi_full,addo_n1_0,1,addo_nyathi_full_out_1,outside,8,15,45,5,9,18,2,5,25,1,1,3
addo_n3_full_in_4,Portulacaria afra,15,Shrub,addo_nyathi_full_in,05.02.2025,10:25,0,0,95,170,12,50,0,none,"",17,addo_n3,addo_nyathi_full,addo_n3_4,6,addo_nyathi_full_in_6,inside,10,19,47,6,8,21,3,10,25,1,1,3
addo_n3_full_out_1,Portulacaria afra,15,Shrub,addo_nyathi_full_out,05.02.2025,13:25,0,3,95,232,17,60,0,dung,many paths,14,addo_n3,addo_nyathi_full,addo_n3_1,5,addo_nyathi_full_out_5,outside,9,22,45,5,11,18,3,9,25,1,2,3
addo_n3_full_out_3,Portulacaria afra,15,Shrub,addo_nyathi_full_out,05.02.2025,12:30,1,0,92,206,12.2,10,0,none,lots of grass in the big plot,16,addo_n3,addo_nyathi_full,addo_n3_3,6,addo_nyathi_full_out_6,outside,8,21,45,4,7,18,2,11,25,2,3,3
addo_n3_full_in_1,Ptaeroxylon obliquum,15,Tree,addo_nyathi_full_in,05.02.2025,8:30,0,0,90,180,21,90,0,none,"vegetation more open than n2, lots of open ground on the site ",14,addo_n3,addo_nyathi_full,addo_n3_1,5,addo_nyathi_full_in_5,inside,11,20,47,9,12,21,2,7,25,,,
addo_n3_full_in_4,Putterlickia pyracantha,15,Shrub,addo_nyathi_full_in,05.02.2025,10:25,0,0,95,170,12,50,0,none,"",17,addo_n3,addo_nyathi_full,addo_n3_4,6,addo_nyathi_full_in_6,inside,10,19,47,6,8,21,3,10,25,1,1,3
knp_roan_out_17,Schmidtia pappophoroides,15,Graminoid,knp_roan_out,27.02.2025,13:15,5,67,96,56,30,30,0,"tree pushed over, elephant tracks","",17,knp_roan,knp_roan,knp_roan_17,6,knp_roan_out_6,outside,5,7,38,1,1,6,1,2,20,3,4,12
knp_roan_out_6,Schmidtia pappophoroides,15,Graminoid,knp_roan_out,27.02.2025,9:38,0,71,93,166,40,10,0,zebra and buffalo tracks,"",6,knp_roan,knp_roan,knp_roan_6,2,knp_roan_out_2,outside,6,10,38,2,3,6,1,2,20,3,5,12
addo_jack_in_4,Schotia afra,15,Tree,addo_jack_in,06.02.2025,9:00,0,0,97,228,2.4,90,0,none,Lots of canopy cover in the plot but some space to move underneath,4,addo_jack,addo_jack,addo_jack_4,2,addo_jack_in_2,inside,12,22,38,9,13,22,2,8,19,1,1,1
addo_n1_full_in_3,Schotia afra,15,Tree,addo_nyathi_full_in,03.02.2025,11:55,0,0,93,304,30,70,0,elephant dung,"",4,addo_n1,addo_nyathi_full,addo_n1_3,2,addo_nyathi_full_in_2,inside,12,15,47,8,10,21,4,5,25,,,
addo_n2_full_in_2,Scutia myrtina,15,Shrub,addo_nyathi_full_in,04.02.2025,9:30,0,0,97,220,0.1,99,0,none,the thickest thicket ever experienced by addo folks,9,addo_n2,addo_nyathi_full,addo_n2_2,3,addo_nyathi_full_in_3,inside,9,21,47,8,15,21,1,6,25,,,
addo_n3_full_in_5,Searsia incisa,15,Shrub,addo_nyathi_full_in,05.02.2025,10:55,0,0,92,164,12,60,0,none,"",18,addo_n3,addo_nyathi_full,addo_n3_5,6,addo_nyathi_full_in_6,inside,8,19,47,5,8,21,2,10,25,1,1,3
addo_jack_in_16,Searsia pterota,15,Shrub,addo_jack_in,07.02.2025,8:45,0,0,91,176,8,90,0,none,Relatively dense but some open spots in veg,16,addo_jack,addo_jack,addo_jack_16,6,addo_jack_in_6,inside,10,16,38,8,12,22,2,5,19,,,
addo_jack_in_17,Searsia pterota,15,Shrub,addo_jack_in,07.02.2025,9:05,0,0,92,240,17.8,90,0,none,Some space under canopy,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_in_6,inside,15,16,38,11,12,22,4,5,19,,,
addo_jack_in_6,Sideroxylon inerme,15,Tree,addo_jack_in,06.02.2025,10:10,1,0,96,266,23,90,0,Bushbuck poop,"",6,addo_jack,addo_jack,addo_jack_6,2,addo_jack_in_2,inside,13,22,38,8,13,22,5,8,19,,,
knp_satara_out_2,Themeda triandra,15,Graminoid,knp_satara_out,22.02.2025,9:30,7,10,93,15.6,46,20,0,buffalo,"",2,knp_satara,knp_satara,knp_satara_2,1,knp_satara_out_1,outside,8,13,36,,,,4,7,19,4,5,9
knp_roan_out_11,Urochloa mosambicensis,15,Graminoid,knp_roan_out,27.02.2025,11:10,15,41,95,12,47,60,0,"buffalo, elephant and zebra tracks","",11,knp_roan,knp_roan,knp_roan_11,4,knp_roan_out_4,outside,9,17,38,1,4,6,3,7,20,5,6,12
knp_roan_out_15,Urochloa mosambicensis,15,Graminoid,knp_roan_out,27.02.2025,12:23,7,51,91,120,28,20,0,various tracks,"",15,knp_roan,knp_roan,knp_roan_15,5,knp_roan_out_5,outside,9,17,38,1,1,6,5,12,20,3,4,12
knp_roan_out_2,Urochloa mosambicensis,15,Graminoid,knp_roan_out,27.02.2025,8:26,5,29,94,92,21,60,0,buffalo tracks,"",2,knp_roan,knp_roan,knp_roan_2,1,knp_roan_out_1,outside,7,15,38,1,3,6,2,6,20,4,6,12
knp_roan_out_7,Urochloa mosambicensis,15,Graminoid,knp_roan_out,27.02.2025,9:52,34,62,92,0,23,15,0,zebra dung,"",7,knp_roan,knp_roan,knp_roan_7,3,knp_roan_out_3,outside,3,9,38,,,,1,3,20,2,4,12
knp_nkuhlu_full_out_11,Aristida bipartita,10,Graminoid,knp_nkuhlu_full_out,19.02.2025,12:33,70,54,94,25,42,5,0,"path, lots of elephant dung",right next to elephant path,11,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_11,4,knp_nkuhlu_full_out_4,outside,15,29,70,2,5,18,9,15,38,4,9,16
addo_jack_in_10,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
addo_jack_in_11,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,13:20,0,0,93,180,1.8,98,0,none,Canopy here feels shorter in comparison,11,addo_jack,addo_jack,addo_jack_11,4,addo_jack_in_4,inside,10,20,38,8,15,22,2,4,19,,,
addo_jack_in_13,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,14:35,0,0,92,200,3.8,95,0,none,Very dense veg,13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_in_5,inside,11,21,38,9,12,22,2,9,19,,,
addo_jack_in_14,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,15:05,0,0,93,198,7.2,90,0,none,"",14,addo_jack,addo_jack,addo_jack_14,5,addo_jack_in_5,inside,13,21,38,9,12,22,3,9,19,1,1,1
addo_jack_in_15,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,15:35,1,0,95,142,3,90,0,none,Very thorny plot,15,addo_jack,addo_jack,addo_jack_15,5,addo_jack_in_5,inside,11,21,38,6,12,22,5,9,19,,,
addo_jack_in_17,Azima tetracantha,10,Shrub,addo_jack_in,07.02.2025,9:05,0,0,92,240,17.8,90,0,none,Some space under canopy,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_in_6,inside,15,16,38,11,12,22,4,5,19,,,
addo_jack_in_4,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,9:00,0,0,97,228,2.4,90,0,none,Lots of canopy cover in the plot but some space to move underneath,4,addo_jack,addo_jack,addo_jack_4,2,addo_jack_in_2,inside,12,22,38,9,13,22,2,8,19,1,1,1
addo_jack_in_8,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,11:25,0,0,93,262,17.3,95,0,none,Very little space under canopy. Some buck dung in the surroundings,8,addo_jack,addo_jack,addo_jack_8,3,addo_jack_in_3,inside,12,19,38,8,12,22,4,7,19,,,
addo_jack_in_9,Azima tetracantha,10,Shrub,addo_jack_in,06.02.2025,11:50,0,0,97,280,7.8,90,0,none,Some openish areas in the plot,9,addo_jack,addo_jack,addo_jack_9,3,addo_jack_in_3,inside,7,19,38,6,12,22,1,7,19,,,
addo_jack_out_1,Azima tetracantha,10,Shrub,addo_jack_out,07.02.2025,15:40,0,0,92,155.2,8.2,80,0,dung and digging,"very open, lots of digging signs around",1,addo_jack,addo_jack,addo_jack_1,1,addo_jack_out_1,outside,16,22,37,8,11,17,6,9,17,2,2,4
addo_jack_out_10,Azima tetracantha,10,Shrub,addo_jack_out,07.02.2025,12:35,0,5,94,123,7,40,0,tracks and dung,very open,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_out_4,outside,11,20,37,8,11,17,2,6,17,1,3,4
addo_jack_out_15,Azima tetracantha,10,Shrub,addo_jack_out,07.02.2025,10:55,1,1,96,147,15,30,0,dung and tracks,dug up trees and pulled off branches - lots of open areas,15,addo_jack,addo_jack,addo_jack_15,5,addo_jack_out_5,outside,16,23,37,8,11,17,7,11,17,1,1,4
addo_jack_out_17,Azima tetracantha,10,Shrub,addo_jack_out,07.02.2025,10:10,1,1,95,166,26,30,0,dung and tracks,many paths and open areas in veg,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_out_6,outside,13,23,37,6,11,17,5,10,17,2,2,4
addo_jack_out_3,Azima tetracantha,10,Shrub,addo_jack_out,07.02.2025,15:10,3,1,94,122,10,50,0,dung,lots of open ground,3,addo_jack,addo_jack,addo_jack_3,1,addo_jack_out_1,outside,16,22,37,8,11,17,6,9,17,2,2,4
addo_jack_out_9,Azima tetracantha,10,Shrub,addo_jack_out,07.02.2025,13:25,0,0,96,80,4.7,70,0,dung and tracks,very open,9,addo_jack,addo_jack,addo_jack_9,3,addo_jack_out_3,outside,13,22,37,5,13,17,6,7,17,2,3,4
addo_n1_full_in_1,Azima tetracantha,10,Shrub,addo_nyathi_full_in,03.02.2025,10:00,11,1,96,290,21,70,0,elephant dung,"signs of an elephant breaking in the exclosure, thick vegetation at the edges, but ones edges were crossed, moving was more or less possible (only slow and in pain though)",2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_in_1,inside,15,22,47,6,11,21,8,9,25,,,
addo_n1_full_in_4,Azima tetracantha,10,Shrub,addo_nyathi_full_in,03.02.2025,12:35,1,0,92,340,25,95,0,elephant dung,"",5,addo_n1,addo_nyathi_full,addo_n1_4,2,addo_nyathi_full_in_2,inside,11,15,47,8,10,21,3,5,25,,,
addo_n1_full_out_1,Azima tetracantha,10,Shrub,addo_nyathi_full_out,03.02.2025,15:45,0,0,94,200,30,40,0,none (but paths),open paths making gaps in vegetation on the big plot,2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_out_1,outside,9,15,45,6,9,18,3,5,25,,,
addo_n1_full_out_2,Azima tetracantha,10,Shrub,addo_nyathi_full_out,03.02.2025,15:30,0,0,97,190,18,40,0,tracks and dung,open paths making gaps in vegetation on the big plot,3,addo_n1,addo_nyathi_full,addo_n1_2,1,addo_nyathi_full_out_1,outside,9,15,45,7,9,18,2,5,25,,,
addo_n2_full_in_2,Azima tetracantha,10,Shrub,addo_nyathi_full_in,04.02.2025,9:30,0,0,97,220,0.1,99,0,none,the thickest thicket ever experienced by addo folks,9,addo_n2,addo_nyathi_full,addo_n2_2,3,addo_nyathi_full_in_3,inside,9,21,47,8,15,21,1,6,25,,,
pnr_out_10,Azima tetracantha,10,Shrub,pnr_out,14.02.2025,9:39,0,85,92,270,106,0,0,none,"",10,pnr,pnr,pnr_10,4,pnr_out_4,outside,5,7,49,4,5,19,,,,1,1,7
pnr_out_11,Bolusanthus speciosus,10,Tree,pnr_out,14.02.2025,10:09,0,73,94,140,68,1,0,"flattened grass, snapped marula","",11,pnr,pnr,pnr_11,4,pnr_out_4,outside,3,7,49,2,5,19,,,,1,1,7
knp_satara_in_7,Bothriochloa insculpta,10,Graminoid,knp_satara_in,20.02.2025,12:37,2,25,95,112,60,0,0,none,"",7,knp_satara,knp_satara,knp_satara_7,3,knp_satara_in_3,inside,7,12,30,2,4,14,1,3,11,4,5,6
addo_jack_in_9,Cadaba aphylla,10,Shrub,addo_jack_in,06.02.2025,11:50,0,0,97,280,7.8,90,0,none,Some openish areas in the plot,9,addo_jack,addo_jack,addo_jack_9,3,addo_jack_in_3,inside,7,19,38,6,12,22,1,7,19,,,
addo_jack_out_3,Cadaba aphylla,10,Shrub,addo_jack_out,07.02.2025,15:10,3,1,94,122,10,50,0,dung,lots of open ground,3,addo_jack,addo_jack,addo_jack_3,1,addo_jack_out_1,outside,16,22,37,8,11,17,6,9,17,2,2,4
addo_jack_in_10,Capparis sepiaria,10,Shrub,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
addo_jack_in_11,Capparis sepiaria,10,Shrub,addo_jack_in,06.02.2025,13:20,0,0,93,180,1.8,98,0,none,Canopy here feels shorter in comparison,11,addo_jack,addo_jack,addo_jack_11,4,addo_jack_in_4,inside,10,20,38,8,15,22,2,4,19,,,
addo_jack_in_17,Capparis sepiaria,10,Shrub,addo_jack_in,07.02.2025,9:05,0,0,92,240,17.8,90,0,none,Some space under canopy,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_in_6,inside,15,16,38,11,12,22,4,5,19,,,
addo_jack_in_3,Capparis sepiaria,10,Shrub,addo_jack_in,05.02.2025,16:30,0,0,91,180,14.8,80,0,none,"Dense veg, some open areas though ",3,addo_jack,addo_jack,addo_jack_3,1,addo_jack_in_1,inside,10,15,38,8,10,22,2,5,19,,,
addo_jack_in_9,Capparis sepiaria,10,Shrub,addo_jack_in,06.02.2025,11:50,0,0,97,280,7.8,90,0,none,Some openish areas in the plot,9,addo_jack,addo_jack,addo_jack_9,3,addo_jack_in_3,inside,7,19,38,6,12,22,1,7,19,,,
addo_jack_out_11,Capparis sepiaria,10,Shrub,addo_jack_out,07.02.2025,12:10,1,6,97,122,12,5,0,digging and dung,"",11,addo_jack,addo_jack,addo_jack_11,4,addo_jack_out_4,outside,12,20,37,7,11,17,4,6,17,1,3,4
addo_jack_out_12,Capparis sepiaria,10,Shrub,addo_jack_out,07.02.2025,11:55,0,0,95,66,4.6,30,0,dung,"",12,addo_jack,addo_jack,addo_jack_12,4,addo_jack_out_4,outside,11,20,37,4,11,17,4,6,17,3,3,4
addo_jack_out_9,Capparis sepiaria,10,Shrub,addo_jack_out,07.02.2025,13:25,0,0,96,80,4.7,70,0,dung and tracks,very open,9,addo_jack,addo_jack,addo_jack_9,3,addo_jack_out_3,outside,13,22,37,5,13,17,6,7,17,2,3,4
addo_n1_full_in_0,Capparis sepiaria,10,Shrub,addo_nyathi_full_in,10.02.2025,11:13,0,0,94,311,2.6,99,0,none,paths close to plot,1,addo_n1,addo_nyathi_full,addo_n1_0,1,addo_nyathi_full_in_1,inside,11,22,47,10,11,21,,,,1,1,3
addo_n1_full_in_3,Capparis sepiaria,10,Shrub,addo_nyathi_full_in,03.02.2025,11:55,0,0,93,304,30,70,0,elephant dung,"",4,addo_n1,addo_nyathi_full,addo_n1_3,2,addo_nyathi_full_in_2,inside,12,15,47,8,10,21,4,5,25,,,
addo_n1_full_out_1,Capparis sepiaria,10,Shrub,addo_nyathi_full_out,03.02.2025,15:45,0,0,94,200,30,40,0,none (but paths),open paths making gaps in vegetation on the big plot,2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_out_1,outside,9,15,45,6,9,18,3,5,25,,,
addo_n2_full_in_3,Capparis sepiaria,10,Shrub,addo_nyathi_full_in,04.02.2025,10:10,1,0,95,210,13.6,40,0,none,"the thickest thicket ever experienced by addo folks, but open spot nearby ",10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_in_4,inside,15,20,47,7,9,21,6,9,25,2,2,3
addo_n2_full_out_1,Capparis sepiaria,10,Shrub,addo_nyathi_full_out,04.02.2025,15:10,0,2,95,192,5.6,30,0,digging and poop,"",8,addo_n2,addo_nyathi_full,addo_n2_1,3,addo_nyathi_full_out_3,outside,9,21,45,3,8,18,5,12,25,1,1,3
addo_n3_full_in_2,Capparis sepiaria,10,Shrub,addo_nyathi_full_in,05.02.2025,9:30,2,3,96,180,29.2,5,0,none,some open areas in the exclosure and in the plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_in_5,inside,13,20,47,6,12,21,6,7,25,1,1,3
addo_n3_full_in_4,Capparis sepiaria,10,Shrub,addo_nyathi_full_in,05.02.2025,10:25,0,0,95,170,12,50,0,none,"",17,addo_n3,addo_nyathi_full,addo_n3_4,6,addo_nyathi_full_in_6,inside,10,19,47,6,8,21,3,10,25,1,1,3
addo_n3_full_in_5,Capparis sepiaria,10,Shrub,addo_nyathi_full_in,05.02.2025,10:55,0,0,92,164,12,60,0,none,"",18,addo_n3,addo_nyathi_full,addo_n3_5,6,addo_nyathi_full_in_6,inside,8,19,47,5,8,21,2,10,25,1,1,3
addo_n3_full_out_0,Capparis sepiaria,10,Shrub,addo_nyathi_full_out,10.02.2025,9:26,0,0,95,142,10,30,0,elephant dung,"",13,addo_n3,addo_nyathi_full,addo_n3_0,5,addo_nyathi_full_out_5,outside,8,22,45,6,11,18,2,9,25,,,
addo_n3_full_out_3,Capparis sepiaria,10,Shrub,addo_nyathi_full_out,05.02.2025,12:30,1,0,92,206,12.2,10,0,none,lots of grass in the big plot,16,addo_n3,addo_nyathi_full,addo_n3_3,6,addo_nyathi_full_out_6,outside,8,21,45,4,7,18,2,11,25,2,3,3
addo_n3_full_out_5,Capparis sepiaria,10,Shrub,addo_nyathi_full_out,05.02.2025,11:40,0,0,92,172,10,40,0,dung and tracks,"much more open compared to the inside, lots of poop and paths",18,addo_n3,addo_nyathi_full,addo_n3_5,6,addo_nyathi_full_out_6,outside,12,21,45,5,7,18,6,11,25,1,3,3
addo_jack_in_7,Carissa bispinosa,10,Shrub,addo_jack_in,06.02.2025,10:50,0,0,92,262,15.6,90,0,none,Pretty dense canopy,7,addo_jack,addo_jack,addo_jack_7,3,addo_jack_in_3,inside,15,19,38,8,12,22,6,7,19,1,1,1
addo_n1_full_in_5,Carissa bispinosa,10,Shrub,addo_nyathi_full_in,03.02.2025,13:10,0,0,93,260,0,100,0,signs of an elephant digging,no herb cover (100 % tree cover though),6,addo_n1,addo_nyathi_full,addo_n1_5,2,addo_nyathi_full_in_2,inside,7,15,47,7,10,21,,,,,,
addo_n1_full_out_3,Carissa bispinosa,10,Shrub,addo_nyathi_full_out,03.02.2025,14:55,0,0,96,194,16,70,0,bite signs,open paths making gaps in vegetation on the big plot,4,addo_n1,addo_nyathi_full,addo_n1_3,2,addo_nyathi_full_out_2,outside,9,19,45,8,10,18,1,8,25,,,
addo_n1_full_out_5,Carissa bispinosa,10,Shrub,addo_nyathi_full_out,03.02.2025,13:55,4,0,93,241,39,10,0,paths and elephant dung,open paths making gaps in vegetation on the big plot,6,addo_n1,addo_nyathi_full,addo_n1_5,2,addo_nyathi_full_out_2,outside,12,19,45,5,10,18,6,8,25,1,1,3
knp_roan_in_18,Cenchrus ciliaris,10,Graminoid,knp_roan_in,26.02.2025,14:32,0,41,94,53,35,5,0,none,"",18,knp_roan,knp_roan,knp_roan_18,6,knp_roan_in_6,inside,5,14,40,2,5,14,1,4,16,2,5,11
knp_satara_out_15,Cenchrus ciliaris,10,Graminoid,knp_satara_out,22.02.2025,13:30,0,44,96,0,63,2,0,none,"",15,knp_satara,knp_satara,knp_satara_15,5,knp_satara_out_5,outside,6,12,36,,,,2,5,19,4,5,9
knp_satara_out_8,Cenchrus ciliaris,10,Graminoid,knp_satara_out,22.02.2025,11:30,5,53,92,84,63,5,0,none,"",8,knp_satara,knp_satara,knp_satara_8,3,knp_satara_out_3,outside,6,15,36,2,6,10,1,3,19,3,6,9
addo_jack_in_12,Clausena anisata,10,Shrub,addo_jack_in,06.02.2025,13:45,0,0,97,188,7,80,0,none,Dense veg,12,addo_jack,addo_jack,addo_jack_12,4,addo_jack_in_4,inside,11,20,38,9,15,22,2,4,19,,,
knp_roan_out_4,Colophospermum mopane,10,Shrub,knp_roan_out,27.02.2025,9:08,4,66,94,120,43,40,0,"buffalo tracks, elephant dung","",4,knp_roan,knp_roan,knp_roan_4,2,knp_roan_out_2,outside,5,10,38,2,3,6,1,2,20,2,5,12
knp_nkuhlu_full_out_13,Combretum apiculatum,10,Tree,knp_nkuhlu_full_out,19.02.2025,13:41,94,84,94,70,48,40,0,antelope dung,"",13,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_13,5,knp_nkuhlu_full_out_5,outside,10,27,70,1,6,18,7,17,38,2,6,16
knp_nkuhlu_full_in_1,Combretum hereroense,10,Tree,knp_nkuhlu_full_in,18.02.2025,8:51,75,13,95,250,80,50,0,none,"",1,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_1,1,knp_nkuhlu_full_in_1,inside,9,20,47,4,8,18,4,10,25,1,2,8
knp_satara_in_7,Combretum hereroense,10,Tree,knp_satara_in,20.02.2025,12:37,2,25,95,112,60,0,0,none,"",7,knp_satara,knp_satara,knp_satara_7,3,knp_satara_in_3,inside,7,12,30,2,4,14,1,3,11,4,5,6
addo_n2_full_out_1,Commelina africana,10,Forb,addo_nyathi_full_out,04.02.2025,15:10,0,2,95,192,5.6,30,0,digging and poop,"",8,addo_n2,addo_nyathi_full,addo_n2_1,3,addo_nyathi_full_out_3,outside,9,21,45,3,8,18,5,12,25,1,1,3
pnr_in_7,Commiphora africana,10,Shrub,pnr_in,13.02.2025,10:14,2,6,94,500,20,0,0,none,"",7,pnr,pnr,pnr_7,3,pnr_in_3,inside,7,15,31,3,6,14,2,6,11,2,3,7
addo_jack_in_6,Cotyledon velutina,10,Shrub,addo_jack_in,06.02.2025,10:10,1,0,96,266,23,90,0,Bushbuck poop,"",6,addo_jack,addo_jack,addo_jack_6,2,addo_jack_in_2,inside,13,22,38,8,13,22,5,8,19,,,
addo_n2_full_out_4,Crassula spathulata,10,Forb,addo_nyathi_full_out,04.02.2025,13:45,0,1,91,200,12,30,0,poop,several paths between clumpy thicket,11,addo_n2,addo_nyathi_full,addo_n2_4,4,addo_nyathi_full_out_4,outside,12,19,45,7,10,18,4,8,25,1,1,3
addo_n3_full_out_2,Crassula spathulata,10,Forb,addo_nyathi_full_out,05.02.2025,13:00,13,0,92,222,16.8,40,0,dung,lots of grasses in big plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_out_5,outside,15,22,45,9,11,18,5,9,25,1,2,3
addo_jack_out_2,Cynodon dactylon,10,Graminoid,addo_jack_out,07.02.2025,15:25,21,5,93,72,8.8,10,0,dung,"very open, lots of digging signs around",2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_out_1,outside,12,22,37,8,11,17,3,9,17,1,2,4
addo_jack_out_4,Cynodon dactylon,10,Graminoid,addo_jack_out,07.02.2025,14:45,0,1,95,102,5.6,85,0,dung,very open,4,addo_jack,addo_jack,addo_jack_4,2,addo_jack_out_2,outside,10,16,37,6,8,17,2,6,17,2,2,4
addo_n3_full_out_2,Dalechampia capensis,10,Forb,addo_nyathi_full_out,05.02.2025,13:00,13,0,92,222,16.8,40,0,dung,lots of grasses in big plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_out_5,outside,15,22,45,9,11,18,5,9,25,1,2,3
pnr_in_16,Dichrostachys cinerea,10,Shrub,pnr_in,13.02.2025,14:53,0,6,92,100,60,0,0,none,"",16,pnr,pnr,pnr_16,6,pnr_in_6,inside,5,6,31,2,3,14,,,,3,3,7
knp_satara_in_17,Digitaria eriantha,10,Graminoid,knp_satara_in,22.02.2025,15:46,1,15,94,0,50,0,0,none,moribund layer,17,knp_satara,knp_satara,knp_satara_17,6,knp_satara_in_6,inside,5,12,30,,,,2,4,11,3,4,6
addo_n2_full_out_1,Drosanthemum hispidum,10,Forb,addo_nyathi_full_out,04.02.2025,15:10,0,2,95,192,5.6,30,0,digging and poop,"",8,addo_n2,addo_nyathi_full,addo_n2_1,3,addo_nyathi_full_out_3,outside,9,21,45,3,8,18,5,12,25,1,1,3
addo_n2_full_out_5,Drosanthemum hispidum,10,Forb,addo_nyathi_full_out,04.02.2025,13:20,5,1,94,176,17,40,0,poop,open - lots of animal paths,12,addo_n2,addo_nyathi_full,addo_n2_5,4,addo_nyathi_full_out_4,outside,8,19,45,3,10,18,4,8,25,1,1,3
knp_nkuhlu_full_out_6,Euclea divinorum,10,Shrub,knp_nkuhlu_full_out,19.02.2025,10:45,0,68,94,120,52,20,0,impala at plot,"",6,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_6,2,knp_nkuhlu_full_out_2,outside,15,26,70,6,10,18,3,10,38,6,6,16
addo_jack_in_10,Euclea undulata,10,Tree,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
